타르트,엥? 그럼 뭘 해야하는데..?,Castle,None,surprise,FALSE,None,None
크림,케이크! 케이크만 만들어 주면 얌전히 풀어줄게!,Castle,None,smile,TRUE,None,None
타르트,케이크.. 진짜 어지간히 먹고싶나보구나,Castle,None,hesitate,FALSE,None,None
크림,응응!! 엄청~ 엄청 먹고싶어! 엄마가 만들어준 특제 케이크!,Castle,None,smile,FALSE,None,None
타르트,어..? 혹시 나보고 너희 어머니가 만들어 준 걸 똑같이 만들라는거야?,Castle,None,surprise,FALSE,None,None
크림,응 맞아!,Castle,None,smile,FALSE,None,None
타르트,...,Castle,None,hesitate,FALSE,Think,None
타르트,혹시 레시피가 있을까?,Castle,None,smile,FALSE,None,None
크림,없는뎅?,Castle,None,smile,FALSE,None,None
타르트,그..러면 어떻게 만들라는걸까?,Castle,None,hesitate,FALSE,None,None
크림,뭐야~ 요리사면서 그것도 못해?,Castle,None,angry,FALSE,None,None
타르트,저기요!! 난 소드마스터지 요리사가 아니거든??,Castle,None,angry,FALSE,None,None
크림,그래서 못해?,Castle,None,sad,FALSE,None,None
타르트,당근 못하지! 난 그냥 케이크도 만드는 법 모른다고!,Castle,None,angry,FALSE,None,None
크림,큭큭 그럼 이제 평생 브로콜리밖에 못먹겠네?,Castle,None,smile,FALSE,None,None
타르트,뭐? 야!! 이거 사기계약 아니야? 물어내! 물어 내라고!!,Castle,None,angry,TRUE,None,None
크림,안돼! 너가 시작한거야!,Castle,None,angry,FALSE,None,None
크림,...,Castle,None,sad,FALSE,Think,None
타르트,흐극 흐극..,Castle,None,cutesad,FALSE,None,None
크림,으에..?,Castle,None,surprise,FALSE,Curious,None
타르트,흑.. 으아아아앙!!!!!,Castle,None,cutesad,TRUE,None,None
크림,뭐야! 설마 건방진 소리는 다 해놓고 우는거야?,Castle,None,surprise,FALSE,None,None
타르트,검도 다 낡았고! 허리도 쑤시고! 돈도 없는데!!,Castle,None,cutesad,FALSE,None,None
타르트,이게 마지막 기회라고 생각했는데!!,Castle,None,cutesad,FALSE,None,None
타르트,이게 뭐야!! 평생 브로콜리만 먹으라고?? 진짜 너무한거 아니야!!,Castle,None,cutesad,FALSE,None,None
타르트,으아아앙!!!,Castle,None,cutesad,FALSE,None,None
크림,(으아 완전 유리멘탈 이잖아..! 브로콜리를 계속 먹게 하는 벌칙은 너무 심했나?),Castle,None,curious,FALSE,None,None
크림,그.. 그만 울어!! 일단 계약으로 성립 된 건 물을 수 없으니까..!,Castle,None,embrass,FALSE,None,None
타르트,어쩌라는거야 그럼!! 으아아아아앙!!!,Castle,None,cutesad,FALSE,None,None
크림,그만 울어!! 케이크만 잘 만들어 주면 금화든 뭐든 다 줄테니까!,Castle,None,hesitate,TRUE,None,None
타르트,흐에엥..,Castle,None,sad,FALSE,None,None
타르트,...,Castle,None,sad,FALSE,Think,None
타르트,금화? 얼마나?,Castle,None,smile,FALSE,None,None
크림,(이 속물..!!!),Castle,None,embrass,FALSE,None,None
크림,원하는 만큼 줄게! 물론 케이크를 만들어 준다면!,Castle,None,angry,FALSE,None,None
타르트,마왕성이면 분명 금화가 엄청 많겠지? 금화가 뭐야 다이아몬드에 루비에..,Castle,None,normal,FALSE,None,None
타르트,좋아! 내가 특별히 케이크를 만들어 줄게!,Castle,None,smile,FALSE,None,None
크림,.. 뭐 좋아. 금화라고 해도 어짜피 반짝거리기만 하고 쓸모 없어서 눈만 아파지는 고물이니까..,Castle,None,smile,FALSE,None,None
타르트,케이크라 하면 재료가 중요한데..,Castle,None,normal,FALSE,None,None
타르트,진짜 진짜 레시피는 없는거야?,Castle,None,cutesad,FALSE,None,None
크림,응! 근데 엄마가 재료 구할 때 마다 갔던 장소들은 기억 나는거 같아,Castle,None,smile,FALSE,None,None
크림,그 장소에 가면 어떤 재료였는지 기억이 날것 같기도 한데..,Castle,None,hesitate,FALSE,None,None
타르트,정말? 생각보다 일이 빨리 풀릴수도 있곘는데?,Castle,None,smile,TRUE,Happy,None
타르트,그럼 일단 출발이다 출발!! 안내해줄 수 있지?,Castle,None,smile,FALSE,None,None
크림,안내해 달라며! 같이가!!,Castle,None,embrass,FALSE,None,None
